interest rate|-72.3439065854678
tax rate|41.2425632820999
high interest|-24.587872530368
credit control|13.3384565897269
nation debt|12.5659179477565
take look|12.2853577103404
trade agreement|-12.144304399155
tax system|11.0477997836536
high school|-10.1065732671525
high tax|8.23489539668665
trade act|-7.45878416814895
special interest|-7.29300857977736
transport system|-6.65913505701133
tax equal|5.50247589236822
tax tax|4.79868846606282
first step|4.71595864829383
care act|-4.4096565912425
need time|4.39082190749914
public transport|-4.38249293216773
public school|4.34711877112903
heat oil|-4.01461107581847
control act|-3.9225580039798
island nation|3.77273331357721
effect test|3.68447263411424
first place|3.57924340443121
arm control|-3.54690856316145
special trade|-3.52018461922044
tax go|3.50232017928308
equal act|3.29290149356593
like point|2.91418618092549
credit card|-2.7267455242425
rate control|-2.64945048980129
oil tax|2.55390925402636
public opinion|2.50919068482558
go tax|2.31643734519436
need tax|2.2128080373797
clean air|-2.17088976333261
rail line|-2.16465819517183
rail public|-2.13912695878928
tight sand|-2.09289533779898
debt limit|1.98345449566306
agreement act|-1.97968376288628
take full|-1.94557256171885
salt process|-1.90032860383681
gun control|-1.7474758665707
control system|1.70435450040901
rail rate|-1.68294421673399
coal mine|-1.6622812850318
transport agreement|1.55266960589451
unit train|-1.53615149619563
heat wave|-1.49071299723029
act open|-1.46833627453593
